iter	RMSE
210	0.8384958378
211	0.8343242284
212	0.8289809784
213	0.8261540781
214	0.8235012797
215	0.8173495295
216	0.8158481645
217	0.8147114656
218	0.8113345466
219	0.8043024048
220	0.8019566172
221	0.8009864851
222	0.7957956204
223	0.790241141
224	0.7883398138
225	0.7830571129
226	0.7803757909
227	0.7791967488
228	0.7770900423
229	0.7759459564
230	0.7748627873
231	0.7727631447
232	0.7718666845
233	0.7670401028
234	0.7635956569
235	0.7601215546
236	0.7592132936
237	0.75815534
238	0.7536416063
239	0.7493988459
240	0.7464456208
241	0.7451442704
242	0.744560738
243	0.7407775588
244	0.7388215241
245	0.7358357089
246	0.7323138874
247	0.7311440976
248	0.7298585873
249	0.7290750577
250	0.7256242769
251	0.7238071559
252	0.7205509378
253	0.7161126467
254	0.7152476033
255	0.7146323032
256	0.712679268
257	0.7097211348
258	0.7070359453
259	0.7028982737
260	0.7005046673
261	0.6988630155
262	0.6966718103
263	0.6941709193
264	0.6923134276
265	0.6907894276
266	0.6869048256
267	0.6825221063
268	0.6800500659
269	0.6782660374
270	0.6739021442
271	0.6712769915
272	0.6670083852
273	0.6645808697
274	0.6610663374
275	0.6587051671
276	0.6572086022
277	0.653411892
278	0.6498455435
279	0.6471936081
280	0.6455410925
281	0.6432119888
282	0.6400571632
283	0.6392764041
284	0.6381156185
285	0.6365417939
286	0.6345016144
287	0.6323658753
288	0.6292505469
289	0.6255449874
290	0.6239342088
291	0.6224969057
292	0.6217459658
293	0.620413326
294	0.6188893353
295	0.6171363762
296	0.6142168267
297	0.6121479491
298	0.6086193042
299	0.607221507
300	0.6067212328
301	0.605656448
302	0.604660208
303	0.6027732562
304	0.6022340448
305	0.6002547093
306	0.5978955437
307	0.5954988801
308	0.5937040538
309	0.5923478729
310	0.5905382473
311	0.5889757275
312	0.5871157349
313	0.586171933
314	0.5848096804
315	0.5835985584
316	0.5831366377
317	0.5799847612
318	0.5778605074
319	0.5771717406
320	0.5756802198
321	0.5739285266
322	0.5724962612
323	0.5711268925
324	0.5684385609
325	0.5663522735
326	0.5652966954
327	0.5645047423
328	0.5627377272
329	0.561148507
330	0.5587377064
331	0.5557462627
332	0.5546695206
333	0.5529139686
334	0.5516173106
335	0.5508328952
336	0.5499186454
337	0.5486585689
338	0.5471253669
339	0.5454888142
340	0.5445099033
341	0.5433167981
342	0.5424720066
343	0.5410109948
344	0.5396367658
345	0.53854602
346	0.5374154873
347	0.5364381382
348	0.5315188039
349	0.5310800216
350	0.5303997859
351	0.5292016891
352	0.5273132548
353	0.525980018
354	0.5253630528
355	0.5246406107
356	0.5237905933
357	0.5225186327
358	0.5204913674
359	0.5197123615
360	0.5186003464
361	0.5174672672
362	0.5163332172
363	0.5151277147
364	0.5136543549
365	0.5129553789
366	0.5121432958
367	0.5117247618
368	0.5107036792
369	0.5083192544
370	0.5070751432
371	0.50513871
372	0.5047733032
373	0.5026447876
374	0.5013666652
375	0.5004243684
376	0.4992690651
377	0.4960425692
378	0.4952423612
379	0.4932531933
380	0.4928549748
381	0.4916833952
382	0.4907521688
383	0.4898301494
384	0.4893993291
385	0.4873783013
386	0.4851418245
387	0.4842787698
388	0.4812478153
389	0.4803062612
390	0.4796519886
391	0.4786328007
392	0.4777466511
393	0.4770512705
394	0.4751088752
395	0.4744789517
396	0.4737195517
397	0.4726242564
398	0.4693951211
399	0.4678627834
400	0.4670760987
401	0.4667021656
402	0.4659176529
403	0.4652976466
404	0.4632347481
405	0.46271674
406	0.4622582763
407	0.4619395009
408	0.4602199686
409	0.45938682
410	0.4588028134
411	0.4575725719
412	0.4564032188
413	0.4545118599
414	0.4537800111
415	0.4516919668
416	0.4501786905
417	0.4497579316
418	0.4479780313
419	0.4469495313
420	0.4461168123
421	0.4449184766
422	0.4445757128
423	0.4436226894
424	0.4431471679
425	0.4417197014
426	0.4403899918
427	0.4387627718
428	0.4366374835
429	0.436227161
430	0.434871878
431	0.4340701333
432	0.4328890464
433	0.4320113874
434	0.4310776536
435	0.4304342539
436	0.4280654325
437	0.427271003
438	0.4268646461
439	0.4254653347
440	0.4236865579
441	0.4230960392
442	0.4219189118
443	0.4213465602
444	0.4196695205
445	0.4190706553
446	0.4172849147
447	0.4156733485
448	0.4153182997
449	0.4136621927
450	0.4121629164
451	0.411006729
452	0.4103264148
453	0.4096867864
454	0.4082134744
455	0.4075882483
456	0.4065787155
457	0.405030017
458	0.4044385647
459	0.403701031
460	0.4027444081
461	0.4012204534
462	0.4004233267
463	0.3987128252
464	0.3981748402
465	0.3969750433
466	0.396418713
467	0.3958377178
468	0.3945610719
469	0.3940636071
470	0.3933302772
471	0.3923668664
472	0.390998777
473	0.3896428275
474	0.3883756465
475	0.3873424079
476	0.3867759861
477	0.3855322374
478	0.3847101896
479	0.3839569418
480	0.3833843338
481	0.3820849803
482	0.3817017536
483	0.3810297795
484	0.3801039813
485	0.3790529339
486	0.3778431221
487	0.3772455058
488	0.3768473494
489	0.3754786239
490	0.3743469783
491	0.3739080778
492	0.3736005759
493	0.3725208426
494	0.3711509521
495	0.3704349598
496	0.3694164369
497	0.3687388458
498	0.3676367237
499	0.3670067317
