iter	RMSE
331	0.2490109161
332	0.2482505457
333	0.2476985318
334	0.2472319886
335	0.2469481435
336	0.2464836695
337	0.2459175546
338	0.2455848884
339	0.2451995082
340	0.2445152349
341	0.2440989242
342	0.2435446907
343	0.2429443009
344	0.2424298246
345	0.2417421386
346	0.2411578965
347	0.2404965115
348	0.2401655647
349	0.239631613
350	0.2390095816
351	0.2385309018
352	0.238019608
353	0.2374312786
354	0.2370561553
355	0.2366820629
356	0.2362465047
357	0.2356536576
358	0.2352833633
359	0.2348986395
360	0.2344326655
361	0.2341354042
362	0.2337682735
363	0.233162447
364	0.2326038087
365	0.232258283
366	0.2316854744
367	0.2314024527
368	0.2311329721
369	0.2306891326
370	0.2304504902
371	0.2299163259
372	0.2295744344
373	0.2292436367
374	0.2287863494
375	0.2284769139
376	0.2281065779
377	0.227725273
378	0.2273038846
379	0.2265352993
380	0.2261328989
381	0.2258371541
382	0.2254186157
383	0.2251698208
384	0.2247925137
385	0.2244704546
386	0.2239957579
387	0.2237070352
388	0.2233178478
389	0.2229999475
390	0.2226222563
391	0.2223839041
392	0.2220700389
393	0.2214939554
394	0.2211626112
395	0.2207171014
396	0.2204407529
397	0.2199589119
398	0.2196074879
399	0.2191330404
400	0.2186089479
401	0.2183390417
402	0.2180361911
403	0.217765354
404	0.2174961347
405	0.2171862042
406	0.216714402
407	0.2164559991
408	0.2159624578
409	0.2154863439
410	0.2151987954
411	0.2149547955
412	0.2145465979
413	0.2141084292
414	0.2138295311
415	0.213421096
416	0.2128624777
417	0.2126551802
418	0.2124247916
419	0.2121051944
420	0.2116811344
421	0.2108109085
422	0.2105898847
423	0.2103189758
424	0.2101287615
425	0.2097484554
426	0.2092131501
427	0.2089694683
428	0.2084732787
429	0.2081309014
430	0.2078746298
431	0.2073556524
432	0.20685281
433	0.2066355652
434	0.2063423517
435	0.2060798481
436	0.2057244069
437	0.205169479
438	0.2048054625
439	0.2045724379
440	0.2043144319
441	0.2040657789
442	0.2038609419
443	0.2036788399
444	0.2031652483
445	0.2027659386
446	0.2024212358
447	0.2015225722
448	0.2011311562
449	0.2009149327
450	0.2005867793
451	0.1997754772
452	0.1995636629
453	0.1991784492
454	0.1988007364
455	0.198265758
456	0.1980687538
457	0.1975913646
458	0.1973789051
459	0.1971497231
460	0.1968108092
461	0.196340705
462	0.1961493299
463	0.1956852925
464	0.1953894564
465	0.1952205523
466	0.1947707555
467	0.1945622522
468	0.1943938862
469	0.1939510272
470	0.193740947
471	0.1932987171
472	0.1928713035
473	0.1925838235
474	0.1922957671
475	0.191943743
476	0.1917390636
477	0.1914750415
478	0.191058406
479	0.1908004343
480	0.1905486549
481	0.1902757032
482	0.1898171157
483	0.1896348736
484	0.1894526554
485	0.1892620618
486	0.1887933571
487	0.1886182043
488	0.1883280394
489	0.1881316516
490	0.1878493367
491	0.1874004427
492	0.1871240747
493	0.1868571191
494	0.1864509818
495	0.1859894114
496	0.1855524098
497	0.1852799763
498	0.1851173615
499	0.184692845
